"identifier","source_phrase","translation","context","labels","max_length"
"commands.level.blacklist.remove_role.success.title","Role removed from the blacklist","Role removed from the blacklist","Title of the reply embed for `/level blacklist` (remove role) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.blacklist.remove_user.error.no_permission.description","You need administrator rights to perform this action.","You need administrator rights to perform this action.","Description body of the reply embed for `/level blacklist` (remove user error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.blacklist.remove_user.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level blacklist` (remove user error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.blacklist.remove_user.success.description","The user ${user} has been removed from the blacklist.","The user ${user} has been removed from the blacklist.","Description body of the reply embed for `/level blacklist` (remove user) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.blacklist.remove_user.success.title","User removed from the blacklist","User removed from the blacklist","Title of the reply embed for `/level blacklist` (remove user) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.blacklist.show.channels","Blacklisted channels:","Blacklisted channels:","User-visible message for `/level blacklist` (show) (channels). English: ""Blacklisted channels:"". Used in `commands/level/level_blacklist.py`.","commands",""
"commands.level.blacklist.show.description","Here is the current blacklist for the level system:","Here is the current blacklist for the level system:","Description body of the reply embed for `/level blacklist` when display or list view. Used in `commands/level/level_blacklist.py`.","commands,embed_description","4096"
"commands.level.blacklist.show.empty","The blacklist is empty.","The blacklist is empty.","User-visible message for `/level blacklist` (show) (empty). English: ""The blacklist is empty."". Used in `commands/level/level_blacklist.py`.","commands",""
"commands.level.blacklist.show.error.no_permission.description","You don't have permission to view the blacklist.","You don't have permission to view the blacklist.","Description body of the reply embed for `/level blacklist` (show error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.blacklist.show.error.no_permission.title","No permission","No permission","Title of the reply embed for `/level blacklist` (show error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.blacklist.show.roles","Blacklisted roles:","Blacklisted roles:","User-visible message for `/level blacklist` (show) (roles). English: ""Blacklisted roles:"". Used in `commands/level/level_blacklist.py`.","commands",""
"commands.level.blacklist.show.title","Blacklist","Blacklist","Title of the reply embed for `/level blacklist` when display or list view. Used in `commands/level/level_blacklist.py`.","commands,embed_title","256"
"commands.level.blacklist.show.users","Blacklisted user:","Blacklisted user:","User-visible message for `/level blacklist` (show) (users). English: ""Blacklisted user:"". Used in `commands/level/level_blacklist.py`.","commands",""
"commands.level.boosts.add_channel.success.description","A ${type} boost from ${boost} has been successfully added to the ${channel} channel.","A ${type} boost from ${boost} has been successfully added to the ${channel} channel.","Description body of the reply embed for `/level boosts` (add channel) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.add_channel.success.title","Channel boost added","Channel boost added","Title of the reply embed for `/level boosts` (add channel) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.add_role.success.description","A ${type} boost from ${boost} has been successfully added to the ${role} reel.","A ${type} boost from ${boost} has been successfully added to the ${role} reel.","Description body of the reply embed for `/level boosts` (add role) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.add_role.success.title","Roll boost added","Roll boost added","Title of the reply embed for `/level boosts` (add role) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.add_user.success.description","A ${type} boost from ${boost} has been successfully added to the user ${user}.","A ${type} boost from ${boost} has been successfully added to the user ${user}.","Description body of the reply embed for `/level boosts` (add user) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.add_user.success.title","User boost added","User boost added","Title of the reply embed for `/level boosts` (add user) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.additive","Additive","Additive","User-visible message for `/level boosts` (additive). English: ""Additive"". Used in `commands/level/level_boosts.py`.","commands",""
"commands.level.boosts.calculate_user_channel.description","The total XP boost for ${user} in the ${channel} channel is ${boost}x.","The total XP boost for ${user} in the ${channel} channel is ${boost}x.","Description text for `/level boosts` (calculate user channel) (response embed or command help). English: ""The total XP boost for ${user} in the ${channel} channel is ${boost}x."".","description,commands","4096"
"commands.level.boosts.calculate_user_channel.title","XP-Boost calculation for users in channel","XP-Boost calculation for users in channel","Title of a reply embed for `/level boosts` (calculate user channel).","commands,embed_title","256"
"commands.level.boosts.error.no_pro.description","XP Boosts are only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","XP Boosts are only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","Description body of the reply embed for `/level boosts` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.boosts.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level boosts` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.boosts.multiplicative","Multiplicative","Multiplicative","User-visible message for `/level boosts` (multiplicative). English: ""Multiplicative"". Used in `commands/level/level_boosts.py`.","commands",""
"commands.level.boosts.remove_channel.success.description","The boost for the ${channel} channel has been successfully removed.","The boost for the ${channel} channel has been successfully removed.","Description body of the reply embed for `/level boosts` (remove channel) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.remove_channel.success.title","Channel boost removed","Channel boost removed","Title of the reply embed for `/level boosts` (remove channel) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.remove_role.success.description","The boost for the role ${role} has been successfully removed.","The boost for the role ${role} has been successfully removed.","Description body of the reply embed for `/level boosts` (remove role) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.remove_role.success.title","Roller boost removed","Roller boost removed","Title of the reply embed for `/level boosts` (remove role) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.remove_user.success.description","The boost for the user ${user} has been successfully removed.","The boost for the user ${user} has been successfully removed.","Description body of the reply embed for `/level boosts` (remove user) when the command completed successfully.","commands,embed_description,success","4096"
"commands.level.boosts.remove_user.success.title","User boost removed","User boost removed","Title of the reply embed for `/level boosts` (remove user) when the command completed successfully.","commands,embed_title,success","256"
"commands.level.boosts.show.channels","Channel boosts","Channel boosts","User-visible message for `/level boosts` (show) (channels). English: ""Channel boosts"". Used in `commands/level/level_boosts.py`.","commands",""
"commands.level.boosts.show.description","Here are all active XP boosts for this server:","Here are all active XP boosts for this server:","Description body of the reply embed for `/level boosts` when display or list view. Used in `commands/level/level_boosts.py`.","commands,embed_description","4096"
"commands.level.boosts.show.no_boosts","No XP boosts are configured for this server.","No XP boosts are configured for this server.","User-visible message for `/level boosts` (show) (no boosts). English: ""No XP boosts are configured for this server."".","commands",""
"commands.level.boosts.show.roles","Roller boosts","Roller boosts","User-visible message for `/level boosts` (show) (roles). English: ""Roller boosts"". Used in `commands/level/level_boosts.py`.","commands",""
"commands.level.boosts.show.title","Current XP boosts","Current XP boosts","Title of the reply embed for `/level boosts` when display or list view. Used in `commands/level/level_boosts.py`.","commands,embed_title","256"
"commands.level.boosts.show.users","User boosts","User boosts","User-visible message for `/level boosts` (show) (users). English: ""User boosts"". Used in `commands/level/level_boosts.py`.","commands",""
"commands.level.changelevelupmessage.error.message_too_long.description","The level-up message may be a maximum of 255 characters long.","The level-up message may be a maximum of 255 characters long.","Description text for `/level changelevelupmessage` (error message too long) (response embed or command help). English: ""The level-up message may be a maximum of 255 characters long."".","description,commands","4096"
"commands.level.changelevelupmessage.error.message_too_long.title","Message too long","Message too long","Title of a reply embed for `/level changelevelupmessage` (error message too long).","commands,embed_title","256"
"commands.level.changelevelupmessage.error.no_permission.description","You need administrator rights to change the level-up message.","You need administrator rights to change the level-up message.","Description body of the reply embed for `/level changelevelupmessage` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.changelevelupmessage.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level changelevelupmessage` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.changelevelupmessage.error.no_pro.description","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","Description body of the reply embed for `/level changelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.changelevelupmessage.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level changelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.changelevelupmessage.success.description","The level-up message has been successfully changed to the following:

${new_message}","The level-up message has been successfully changed to the following:

${new_message}","Description body of the reply embed for `/level changelevelupmessage` when the command completed successfully. Used in `commands/level/change_levelup_message.py`.","commands,embed_description,success","4096"
"commands.level.changelevelupmessage.success.title","Level-up message changed","Level-up message changed","Title of the reply embed for `/level changelevelupmessage` when the command completed successfully. Used in `commands/level/change_levelup_message.py`.","commands,embed_title,success","256"
"commands.level.changexpscaling.error.invalid_scaling.description","The specified scaling is invalid. Available scalings are: ${available_scalings}","The specified scaling is invalid. Available scalings are: ${available_scalings}","Description text for `/level changexpscaling` (error invalid scaling) (response embed or command help). English: ""The specified scaling is invalid. Available scalings are: ${available_scalings}"".","description,commands","4096"
"commands.level.changexpscaling.error.invalid_scaling.title","Invalid scaling","Invalid scaling","Title of a reply embed for `/level changexpscaling` (error invalid scaling).","commands,embed_title","256"
"commands.level.changexpscaling.error.no_custom_formula.description","Please enter a custom formula if you are using custom scaling.","Please enter a custom formula if you are using custom scaling.","Description text for `/level changexpscaling` (error no custom formula) (response embed or command help). English: ""Please enter a custom formula if you are using custom scaling."".","description,commands","4096"
"commands.level.changexpscaling.error.no_custom_formula.title","No user-defined formula specified","No user-defined formula specified","Title of a reply embed for `/level changexpscaling` (error no custom formula).","commands,embed_title","256"
"commands.level.changexpscaling.error.no_permission.description","You need administrator rights to change the XP scaling.","You need administrator rights to change the XP scaling.","Description body of the reply embed for `/level changexpscaling` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.changexpscaling.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level changexpscaling` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.changexpscaling.error.no_pro.description","Custom scaling is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","Custom scaling is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","Description body of the reply embed for `/level changexpscaling` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.changexpscaling.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level changexpscaling` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.changexpscaling.formulas.easy","100 * level","100 * level","User-visible message for `/level changexpscaling` (formulas) (easy). English: ""100 * level"".","commands",""
"commands.level.changexpscaling.formulas.extreme","100 * (level ^ 2.5)","100 * (level ^ 2.5)","User-visible message for `/level changexpscaling` (formulas) (extreme). English: ""100 * (level ^ 2.5)"".","commands",""
"commands.level.changexpscaling.formulas.hard","100 * (level ^ 2)","100 * (level ^ 2)","User-visible message for `/level changexpscaling` (formulas) (hard). English: ""100 * (level ^ 2)"".","commands",""
"commands.level.changexpscaling.formulas.medium","100 * (level ^ 1.5)","100 * (level ^ 1.5)","User-visible message for `/level changexpscaling` (formulas) (medium). English: ""100 * (level ^ 1.5)"".","commands",""
"commands.level.changexpscaling.scalings.custom","User-defined","User-defined","User-visible message for `/level changexpscaling` (scalings) (custom). English: ""User-defined"".","commands",""
"commands.level.changexpscaling.scalings.easy","Simple","Simple","User-visible message for `/level changexpscaling` (scalings) (easy). English: ""Simple"".","commands",""
"commands.level.changexpscaling.scalings.extreme","Extreme","Extreme","User-visible message for `/level changexpscaling` (scalings) (extreme). English: ""Extreme"".","commands",""
"commands.level.changexpscaling.scalings.hard","Heavy","Heavy","User-visible message for `/level changexpscaling` (scalings) (hard). English: ""Heavy"".","commands",""
"commands.level.changexpscaling.scalings.medium","Medium","Medium","User-visible message for `/level changexpscaling` (scalings) (medium). English: ""Medium"".","commands",""
"commands.level.changexpscaling.success.description","The XP scaling has been successfully changed to ${scaling}. Formula: ${formula}","The XP scaling has been successfully changed to ${scaling}. Formula: ${formula}","Description body of the reply embed for `/level changexpscaling` when the command completed successfully. Used in `commands/level/change_xp_scaling.py`.","commands,embed_description,success","4096"
"commands.level.changexpscaling.success.title","XP scaling changed","XP scaling changed","Title of the reply embed for `/level changexpscaling` when the command completed successfully. Used in `commands/level/change_xp_scaling.py`.","commands,embed_title,success","256"
"commands.level.changexpscaling.xp_examples","XP examples for the first 5 levels:","XP examples for the first 5 levels:","User-visible message for `/level changexpscaling` (xp examples). English: ""XP examples for the first 5 levels:"".","commands",""
"commands.level.defaultlevelupmessage","Congratulations, {user}! You are now level {level}!","Congratulations, {user}! You are now level {level}!","User-visible message for `/level` (defaultlevelupmessage). English: ""Congratulations, {user}! You are now level {level}!"". Used in `minigames/add_level_xp.py`.","commands",""
"commands.level.disablelevelsystem.cancel","cancel","cancel","User-visible message for `/level disablelevelsystem` (cancel). English: ""cancel"". Used in `commands/level/disable_level_system.py`.","commands","80"
"commands.level.disablelevelsystem.cancel.description","Leveling system was not disabled.","Leveling system was not disabled.","Description text for `/level disablelevelsystem` (cancel) (response embed or command help). English: ""Leveling system was not disabled."". Used in `commands/level/disable_level_system.py`.","description,commands","4096"
"commands.level.disablelevelsystem.cancel.title","Cancelled","Cancelled","Title of a reply embed for `/level disablelevelsystem` (cancel). Used in `commands/level/disable_level_system.py`.","commands,embed_title","256"
"commands.level.disablelevelsystem.confirm","confirm","confirm","User-visible message for `/level disablelevelsystem` (confirm). English: ""confirm"". Used in `commands/level/disable_level_system.py`.","commands","80"
"commands.level.disablelevelsystem.confirmation.description","Attention: If you deactivate the level system, all associated information will be deleted and cannot be restored. Would you like to continue?","Attention: If you deactivate the level system, all associated information will be deleted and cannot be restored. Would you like to continue?","Description text for `/level disablelevelsystem` (confirmation) (response embed or command help). English: ""Attention: If you deactivate the level system, all associated information will be deleted and cannot be restored. Wou…"". Used in `commands/level/disable_level_system.py`.","description,commands","4096"
"commands.level.disablelevelsystem.confirmation.title","Deactivate level system?","Deactivate level system?","Title of a reply embed for `/level disablelevelsystem` (confirmation). Used in `commands/level/disable_level_system.py`.","commands,embed_title","256"
"commands.level.disablelevelsystem.description","Deactivates the level system for this server","Deactivates the level system for this server","Description text for `/level disablelevelsystem` (response embed or command help). English: ""Deactivates the level system for this server"".","description,commands","100"
"commands.level.disablelevelsystem.error.already_disabled.description","The level system is already deactivated for this server.","The level system is already deactivated for this server.","Description body of the reply embed for `/level disablelevelsystem` (error) when already disabled.","commands,embed_description","4096"
"commands.level.disablelevelsystem.error.already_disabled.title","Already deactivated","Already deactivated","Title of the reply embed for `/level disablelevelsystem` (error) when already disabled.","commands,embed_title","256"
"commands.level.disablelevelsystem.error.no_permission.description","You need administrator rights to deactivate the level system.","You need administrator rights to deactivate the level system.","Description body of the reply embed for `/level disablelevelsystem` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.disablelevelsystem.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level disablelevelsystem` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.disablelevelsystem.name","levelsystem_deactivate","levelsystem_deactivate","Slash subcommand or option name for `/level disablelevelsystem`.","command_name,commands","32"
"commands.level.disablelevelsystem.success.description","The level system has been successfully deactivated and all associated data has been deleted.","The level system has been successfully deactivated and all associated data has been deleted.","Description body of the reply embed for `/level disablelevelsystem` when the command completed successfully. Used in `commands/level/disable_level_system.py`.","commands,embed_description,success","4096"
"commands.level.disablelevelsystem.success.title","Level system deactivated","Level system deactivated","Title of the reply embed for `/level disablelevelsystem` when the command completed successfully. Used in `commands/level/disable_level_system.py`.","commands,embed_title,success","256"
"commands.level.disablelevelupmessage.error.already_disabled.description","The level-up message is already deactivated.","The level-up message is already deactivated.","Description body of the reply embed for `/level disablelevelupmessage` (error) when already disabled.","commands,embed_description","4096"
"commands.level.disablelevelupmessage.error.already_disabled.title","Already deactivated","Already deactivated","Title of the reply embed for `/level disablelevelupmessage` (error) when already disabled.","commands,embed_title","256"
"commands.level.disablelevelupmessage.error.no_permission.description","You need administrator rights to deactivate the level-up message.","You need administrator rights to deactivate the level-up message.","Description body of the reply embed for `/level disablelevelupmessage` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.disablelevelupmessage.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level disablelevelupmessage` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.disablelevelupmessage.error.no_pro.description","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","Description body of the reply embed for `/level disablelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.disablelevelupmessage.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level disablelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.disablelevelupmessage.success.description","The level-up message has been successfully deactivated. Users will no longer receive notifications when they level up.","The level-up message has been successfully deactivated. Users will no longer receive notifications when they level up.","Description body of the reply embed for `/level disablelevelupmessage` when the command completed successfully. Used in `commands/level/disable_levelup_message.py`.","commands,embed_description,success","4096"
"commands.level.disablelevelupmessage.success.title","Level-up message deactivated","Level-up message deactivated","Title of the reply embed for `/level disablelevelupmessage` when the command completed successfully. Used in `commands/level/disable_levelup_message.py`.","commands,embed_title,success","256"
"commands.level.enablelevelsystem.description","Activates the level system for this server","Activates the level system for this server","Description text for `/level enablelevelsystem` (response embed or command help). English: ""Activates the level system for this server"".","description,commands","100"
"commands.level.enablelevelsystem.error.already_enabled.description","The level system is already activated for this server.","The level system is already activated for this server.","Description body of the reply embed for `/level enablelevelsystem` (error) when already enabled.","commands,embed_description","4096"
"commands.level.enablelevelsystem.error.already_enabled.title","Already activated","Already activated","Title of the reply embed for `/level enablelevelsystem` (error) when already enabled.","commands,embed_title","256"
"commands.level.enablelevelsystem.error.no_permission.description","You need administrator rights to activate the level system.","You need administrator rights to activate the level system.","Description body of the reply embed for `/level enablelevelsystem` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.enablelevelsystem.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level enablelevelsystem` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.enablelevelsystem.name","activate_levelsystem","activate_levelsystem","Slash subcommand or option name for `/level enablelevelsystem`.","command_name,commands","32"
"commands.level.enablelevelsystem.success.description","The level system has been successfully activated for this server.","The level system has been successfully activated for this server.","Description body of the reply embed for `/level enablelevelsystem` when the command completed successfully. Used in `commands/level/enable_level_system.py`.","commands,embed_description,success","4096"
"commands.level.enablelevelsystem.success.title","Level system activated","Level system activated","Title of the reply embed for `/level enablelevelsystem` when the command completed successfully. Used in `commands/level/enable_level_system.py`.","commands,embed_title,success","256"
"commands.level.enablelevelupmessage.error.already_enabled.description","The level-up message is already activated.","The level-up message is already activated.","Description body of the reply embed for `/level enablelevelupmessage` (error) when already enabled.","commands,embed_description","4096"
"commands.level.enablelevelupmessage.error.already_enabled.title","Already activated","Already activated","Title of the reply embed for `/level enablelevelupmessage` (error) when already enabled.","commands,embed_title","256"
"commands.level.enablelevelupmessage.error.no_permission.description","You need administrator rights to activate the level-up message.","You need administrator rights to activate the level-up message.","Description body of the reply embed for `/level enablelevelupmessage` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.enablelevelupmessage.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level enablelevelupmessage` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.enablelevelupmessage.error.no_pro.description","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","Description body of the reply embed for `/level enablelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.enablelevelupmessage.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level enablelevelupmessage` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.enablelevelupmessage.success.description","The level-up message has been successfully activated. Users will now receive notifications when they level up.","The level-up message has been successfully activated. Users will now receive notifications when they level up.","Description body of the reply embed for `/level enablelevelupmessage` when the command completed successfully. Used in `commands/level/enable_levelup_message.py`.","commands,embed_description,success","4096"
"commands.level.enablelevelupmessage.success.title","Level-up message activated","Level-up message activated","Title of the reply embed for `/level enablelevelupmessage` when the command completed successfully. Used in `commands/level/enable_levelup_message.py`.","commands,embed_title,success","256"
"commands.level.givexp.error.invalid_amount.description","The XP quantity must be greater than 0.","The XP quantity must be greater than 0.","Description text for `/level givexp` (error invalid amount) (response embed or command help). English: ""The XP quantity must be greater than 0."".","description,commands","4096"
"commands.level.givexp.error.invalid_amount.title","Invalid XP quantity","Invalid XP quantity","Title of a reply embed for `/level givexp` (error invalid amount).","commands,embed_title","256"
"commands.level.givexp.error.no_permission.description","You need the 'Manage server' authorization to assign XP.","You need the 'Manage server' authorization to assign XP.","Description body of the reply embed for `/level givexp` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.givexp.error.no_permission.title","Lack of authorization","Lack of authorization","Title of the reply embed for `/level givexp` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.givexp.success.description","${amount} XP have been given to ${user}. New XP level: ${new_xp}. Level: ${old_level} → ${new_level}","${amount} XP have been given to ${user}. New XP level: ${new_xp}. Level: ${old_level} → ${new_level}","Description body of the reply embed for `/level givexp` when the command completed successfully. Used in `commands/level/give_xp.py`.","commands,embed_description,success","4096"
"commands.level.givexp.success.title","XP successfully awarded","XP successfully awarded","Title of the reply embed for `/level givexp` when the command completed successfully. Used in `commands/level/give_xp.py`.","commands,embed_title,success","256"
"commands.level.leaderboard.data","Level ${level} - ${xp_from_last_level}/${xp_till_next_level} XP","Level ${level} - ${xp_from_last_level}/${xp_till_next_level} XP","User-visible message for `/level leaderboard` (data). English: ""Level ${level} - ${xp_from_last_level}/${xp_till_next_level} XP"". Used in `commands/level/leaderboard.py`.","commands",""
"commands.level.leaderboard.next","Next page","Next page","User-visible message for `/level leaderboard` (next). English: ""Next page"".","commands","80"
"commands.level.leaderboard.no_data","No data is available.","No data is available.","User-visible message for `/level leaderboard` (no data). English: ""No data is available."".","commands",""
"commands.level.leaderboard.notYourEmbed","This is not your leaderboard.","This is not your leaderboard.","User-visible message for `/level leaderboard` (not Your Embed). English: ""This is not your leaderboard."". Used in `commands/level/leaderboard.py`.","commands",""
"commands.level.leaderboard.page","Page ${current_page} from ${total_pages}","Page ${current_page} from ${total_pages}","User-visible message for `/level leaderboard` (page). English: ""Page ${current_page} from ${total_pages}"".","commands",""
"commands.level.leaderboard.previous","Previous page","Previous page","User-visible message for `/level leaderboard` (previous). English: ""Previous page"".","commands","80"
"commands.level.leaderboard.title","XP Leaderboard - Page ${current_page}/${total_pages}","XP Leaderboard - Page ${current_page}/${total_pages}","Title of a reply embed for `/level leaderboard`. Used in `commands/level/leaderboard.py`.","commands,embed_title","256"
"commands.level.leaderboard.titleNoPages","XP ranking","XP ranking","User-visible message for `/level leaderboard` (title No Pages). English: ""XP ranking"". Used in `commands/level/leaderboard.py`.","commands",""
"commands.level.rank.data.level","Level ${level}","Level ${level}","User-visible message for `/level rank` (data) (level). English: ""Level ${level}"". Used in `commands/level/level_rankcard.py`.","commands",""
"commands.level.rank.data.xp","XP ${xp}/${xp_needed}","XP ${xp}/${xp_needed}","User-visible message for `/level rank` (data) (xp). English: ""XP ${xp}/${xp_needed}"". Used in `commands/level/level_rankcard.py`.","commands",""
"commands.level.rank.error.no_data.description","There is no level data available for ${user}.","There is no level data available for ${user}.","Description text for `/level rank` (error no data) (response embed or command help). English: ""There is no level data available for ${user}."".","description,commands","4096"
"commands.level.rank.error.no_data.title","No data available","No data available","Title of a reply embed for `/level rank` (error no data).","commands,embed_title","256"
"commands.level.rank.success.title","Ranked map from ${user}","Ranked map from ${user}","Title of the reply embed for `/level rank` when the command completed successfully. Used in `commands/level/level_rankcard.py`.","commands,embed_title,success","256"
"commands.level.removelevelrole.error.no_permission.description","You need the 'Manage roles' authorization to remove level roles.","You need the 'Manage roles' authorization to remove level roles.","Description body of the reply embed for `/level removelevelrole` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.removelevelrole.error.no_permission.title","Lack of authorization","Lack of authorization","Title of the reply embed for `/level removelevelrole` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.removelevelrole.error.no_pro.description","Level roles are only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","Level roles are only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this feature.","Description body of the reply embed for `/level removelevelrole` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.removelevelrole.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level removelevelrole` (error) when Tanjun Pro is required.","commands,embed_title","256"
"commands.level.removelevelrole.error.role_not_found.description","The role ${role} is not a level role.","The role ${role} is not a level role.","Description text for `/level removelevelrole` (error role not found) (response embed or command help). English: ""The role ${role} is not a level role."".","description,commands","4096"
"commands.level.removelevelrole.error.role_not_found.title","Role not found","Role not found","Title of a reply embed for `/level removelevelrole` (error role not found).","commands,embed_title","256"
"commands.level.removelevelrole.success.description","The role ${role} was successfully removed.","The role ${role} was successfully removed.","Description body of the reply embed for `/level removelevelrole` when the command completed successfully. Used in `commands/level/remove_level_role.py`.","commands,embed_description,success","4096"
"commands.level.removelevelrole.success.title","Level role removed","Level role removed","Title of the reply embed for `/level removelevelrole` when the command completed successfully. Used in `commands/level/remove_level_role.py`.","commands,embed_title,success","256"
"commands.level.setbackground.error.invalid_format.description","Please upload an image in PNG, JPEG or GIF format.","Please upload an image in PNG, JPEG or GIF format.","Description text for `/level setbackground` (error invalid format) (response embed or command help). English: ""Please upload an image in PNG, JPEG or GIF format."".","description,commands","4096"
"commands.level.setbackground.error.invalid_format.title","Invalid image format","Invalid image format","Title of a reply embed for `/level setbackground` (error invalid format).","commands,embed_title","256"
"commands.level.setbackground.error.no_plus.description","This function is only available for Tanjun Plus users.","This function is only available for Tanjun Plus users.","Description body of the reply embed for `/level setbackground` (error) when Tanjun Plus is required.","commands,embed_description","4096"
"commands.level.setbackground.error.no_plus.title","Tanjun Plus required","Tanjun Plus required","Title of the reply embed for `/level setbackground` (error) when Tanjun Plus is required.","commands,embed_title","256"
"commands.level.setbackground.success.description","Your custom background has been set successfully.","Your custom background has been set successfully.","Description body of the reply embed for `/level setbackground` when the command completed successfully. Used in `commands/level/level_rankcard.py`.","commands,embed_description,success","4096"
"commands.level.setbackground.success.title","Background set","Background set","Title of the reply embed for `/level setbackground` when the command completed successfully. Used in `commands/level/level_rankcard.py`.","commands,embed_title,success","256"
"commands.level.setlevelupchannel.error.no_permission.description","You need administrator rights to set the level-up channel.","You need administrator rights to set the level-up channel.","Description body of the reply embed for `/level setlevelupchannel` (error) when the user lacks permission.","commands,embed_description,warning","4096"
"commands.level.setlevelupchannel.error.no_permission.title","Missing authorization","Missing authorization","Title of the reply embed for `/level setlevelupchannel` (error) when the user lacks permission.","commands,embed_title,warning","256"
"commands.level.setlevelupchannel.error.no_pro.description","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","This function is only available for Tanjun Pro Server. Upgrade to Tanjun Pro to use this function.","Description body of the reply embed for `/level setlevelupchannel` (error) when Tanjun Pro is required.","commands,embed_description","4096"
"commands.level.setlevelupchannel.error.no_pro.title","Tanjun Pro required","Tanjun Pro required","Title of the reply embed for `/level setlevelupchannel` (error) when Tanjun Pro is required.","commands,embed_title","256"
